"strain" "sex" "age" "litter" "littersize" "femalelitterratio" "cage" "tag" "nosesniff" "bodysniff" "anogenitalsniff" "pawing" "walkingpassive" "notwalkingpassive" "inactive" "rear" "selfgroom" "bigdig" "na" "sniff" "passivepawing" "nonsocial" "chambtime" "chambpref" "champrefchange" "snifftime" "sniffpref" "sniffprefchange" "stimfollowtest" "testfollowstim" "mousewtadj" "brainwt" "ccarea" "ccindex" "ccindexdiv"
"61" "balb/cj" "male" 30 "b39" 14 0.392130778222672 31 21159 0.401862196030774 0.803724392061548 0.267908130687183 0 0.267908130687183 3.34885163358978 0 5.76002480977443 0.803724392061548 0.535816261374365 7.09956546321034 1.4734947187795 3.61675976427697 7.09956546321034 16.074487841231 34.5601488586466 31.8810675517747 2.14326504549746 0.535816261374365 0.669770326717957 4.5544382216821 14.1991309264207 4.8116300271418 0.117772414250085 0.205464103586614 0.237195040780114 "cc1"
"62" "balb/cj" "male" 30 "b39" 18 0.419876228699204 31 21160 0.101008415230873 0.202016830461747 0 0 0 0.97641468056511 0 0.97641468056511 0.370364189179869 0.269355773948996 1.98649883287384 0.30302524569262 0.97641468056511 1.61613464369398 9.8988246926256 0.875406265334236 2.39053249379734 6.06050491385241 5.18509864851817 5.18509864851817 0.942745208821485 5.79114913990341 1.30502872478288 0.0313530120876631 0.0563707763720458 0.0743276756030628 "cc1"
"63" "balb/cj" "female" 30 "b52" NA NA 32 21198 6.83971312927052 1.95420375122015 0 0 0 1.95420375122015 0 21.4962412634216 1.95420375122015 28.3359543926921 62.5345200390447 8.79391688049066 1.95420375122015 51.7863994073339 117.252225073209 242.321265151298 246.229672653739 0 9.77101875610074 4.88550937805037 48.8550937805037 246.229672653739 30.2901581439123 0.85261909665735 1.48130598546238 2.28846786988268 "cc1"
"64" "balb/cj" "female" 30 "b52" NA NA 32 21199 0.855392823719045 0.244397949634013 0 0.244397949634013 0 0.244397949634013 0 4.64356104304624 0.733193848902038 3.42157129487618 5.7433518163993 1.09979077335306 0.488795899268026 8.79832618682446 61.5882833077712 54.0119468691168 38.859273991808 4.88795899268026 4.88795899268026 4.76576001786325 9.28712208609248 18.329846222551 4.28918401607692 0.104968919367808 0.180768943446798 0.281631202763652 "cc1"
"65" "balb/cj" "male" 30 "b51" 4 0.483683322800766 33 21196 3.17781684651135 0.794454211627837 0 0 4.76672526976702 6.75286079883662 0 9.53345053953405 1.58890842325567 9.13622343372013 20.6558095023238 3.97227105813919 11.5195860686036 20.2585823965099 NA NA NA NA NA NA NA NA NA NA NA NA NA
"66" "balb/cj" "male" 30 "b51" 9 0.366482384462464 33 21197 4.02320744102365 5.53191023140752 0 2.01160372051182 2.01160372051182 6.03481116153547 0 16.5957306942226 5.53191023140752 2.51450465063978 26.1508483666537 9.55511767243117 10.0580186025591 24.6421455762699 202.166173911438 136.789052994804 263.017186456921 28.1624520871655 24.1392446461419 29.6711548775494 34.197263248701 42.2436781307483 19.8746447586568 0.447581827813881 0.786034153789995 1.18920143203385 "cc1"
"67" "balb/cj" "female" 30 "b54" 3 0.465775537144182 34 21207 3.4953533371823 6.11686834006903 0 0 3.4953533371823 4.36919167147788 0 15.7290900173204 0.873838334295575 4.80611083862567 23.5936350259805 9.61222167725133 7.86454500866018 21.4090391902416 125.832720138563 12.2337366801381 47.6241892191089 31.4581800346407 29.7105033660496 34.953533371823 16.6029283516159 61.1686834006903 NA NA NA NA NA
"68" "balb/cj" "female" 30 "b54" 4 0.229088190474999 34 21208 3.92639452085241 5.88959178127862 0 0 3.92639452085241 5.88959178127862 0 19.1411732891555 1.47239794531965 5.88959178127862 19.1411732891555 9.81598630213103 9.81598630213103 26.5031630157538 208.098909605178 149.202991792392 87.3622780889662 108.957447953654 104.049454802589 93.7426691853514 12.7607821927703 116.810236995359 NA NA NA NA NA
"69" "balb/cj" "male" 30 "b53" 4 0.352915238528895 35 21205 0.338949292479701 0.774741239953602 0.193685309988401 0 0.290527964982601 0.338949292479701 0 1.6947464623985 0.387370619976801 0.484213274971001 1.93685309988401 1.3073758424217 0.629477257462302 2.56633035734631 18.4001044488981 12.4927024942518 13.6063930266851 6.29477257462302 5.52003133466942 5.71371664465782 2.42106637485501 7.06951381457662 1.77222058639386 0.043598563278389 0.0770422057540861 0.0999825284220226 "cc1"
"70" "balb/cj" "male" 30 "b53" 5 0.629577392392155 35 21206 1.16182824190281 0.829877315644866 0 0.331950926257947 1.65975463128973 2.65560741006357 0 5.97511667264304 0.829877315644866 0.99585277877384 7.63487130393277 1.99170555754768 4.64731296761125 7.80084676706174 4.64731296761125 82.9877315644866 76.5146885024567 0 0 2.82158287319255 14.9377916816076 14.9377916816076 5.93528256149208 0.141444289678511 0.242480193103642 0.346127774549109 "cc1"
"71" "balb/cj" "female" 30 "b55" 2 0.842548577495065 36 21209 3.44072063714629 6.88144127429258 0 0 7.86450431347723 4.91531519592327 0 18.1866662249161 0.983063039184654 8.35603583306956 18.6781977445084 10.3221619114389 12.7798195094005 27.5257650971703 248.714948913717 230.036751169209 191.697292641007 154.340897151991 147.459455877698 140.578014603405 31.4580172539089 112.069186467051 NA NA NA NA NA
"72" "balb/cj" "female" 30 "b55" 1 1.65379237888098 36 21210 1.70236246540782 2.43194637915403 0.486389275830806 0 2.91833565498484 3.89111420664645 0 8.75500696495451 0.729583913746209 0.972778551661612 11.9165372578547 4.62069812039266 6.80944986163129 10.4573694303623 94.8459087870072 54.4755988930503 53.5028203413887 37.4519742389721 35.020027859818 33.0744707564948 16.5372353782474 37.9383635148029 NA NA NA NA NA
"73" "balb/cj" "male" 30 "b57" 13 0.466452322654311 37 21217 1.79251813132301 2.68877719698452 2.68877719698452 0.896259065661505 0 12.5476269192611 0 35.8503626264602 3.58503626264602 15.2364041162456 42.1241760860907 7.17007252529204 13.4438859849226 54.6718030053518 215.102175758761 46.6054714143983 28.6802901011682 127.268787323934 116.513678535996 119.20245573298 75.2857615155664 148.77900489981 33.2691365173551 0.767735515645646 1.32002827708758 1.94892725135644 "cc1"
"74" "balb/cj" "male" 30 "b57" 5 0.549068601010697 37 21218 1.57152211755368 3.14304423510736 0 0 1.57152211755368 11.7864158816526 0 7.85761058776841 12.5721769404294 13.3579379992063 48.7171856441641 4.71456635266104 13.3579379992063 33.7877255274041 276.587892689448 139.865468462278 190.939937282772 166.58134446069 158.723733872922 154.794928579038 36.1450087037347 176.010477166012 28.8845765206367 0.674968749489306 1.16237633424858 1.66575182836772 "cc1"
"75" "balb/cj" "female" 30 "b56" 6 0.781980057009949 38 21211 2.56586921773206 3.42115895697607 0 0 8.55289739244019 15.3952153063923 0 19.6716640026124 3.42115895697607 9.40818713168421 56.4491227901052 5.98702817470813 23.9481126988325 32.5010100912727 357.511111004 234.349388552861 162.505050456364 171.057947848804 147.109835149971 147.109835149971 76.9760765319617 159.083891499387 NA NA NA NA NA
"76" "balb/cj" "female" 30 "b56" 3 0.596442842294741 38 21212 0.907244795517243 3.02414931839081 1.20965972735632 0.302414931839081 2.11690452287357 3.02414931839081 0 15.4231615237931 1.81448959103449 4.23380904574713 11.4917674098851 5.14105384126438 5.44346877310346 21.4714601605748 165.723382647816 154.231615237931 164.211307988621 76.8133926871266 76.8133926871266 77.4182225508048 19.9593855013794 75.6037329597703 NA NA NA NA NA
"77" "balb/cj" "female" 30 "b10" 16 0.371810513843514 39 21553 3.66569605496704 9.53080974291432 2.19941763298023 1.46627842198682 2.19941763298023 4.39883526596045 0 24.9267331737759 2.19941763298023 10.2639489539077 33.7244037056968 15.3959234308616 8.0645313209275 37.3900997606639 247.801053315772 90.9092621631827 91.6424013741761 74.7801995213277 48.387187925565 51.3197447695386 24.9267331737759 61.5836937234464 NA NA NA NA NA
"78" "balb/cj" "female" 30 "b10" 10 0.254360097008129 39 21554 1.80154029103083 2.161848349237 0.360308058206166 0 4.32369669847399 2.88246446564933 0 20.5375593177515 1.0809241746185 2.161848349237 12.971090095422 4.32369669847399 7.20616116412332 23.780331841607 106.651185229025 5.76492893129866 16.9344787356898 49.0018959160386 43.2369669847399 41.7957347519153 16.5741706774836 40.3545025190906 NA NA NA NA NA
"79" "balb/cj" "male" 30 "b4t" 2 0 40 21529 2.54550420501799 2.96975490585432 0 0 0.424250700836332 5.93950981170865 0 13.1517717259263 3.39400560669066 0.848501401672664 24.1822899476709 5.51525911087232 6.36376051254498 17.3942787342896 128.972213054245 35.6370588702519 20.7882843409803 30.5460504602159 14.4245238284353 19.9397829393076 37.3340616735972 55.1525911087232 17.7251942809419 0.375970971081157 0.658751033216606 0 "cc0"
"80" "balb/cj" "male" 30 "b4t" 6 0 40 21530 4.25261948689924 2.12630974344962 0 0 0 13.4666283751809 0 12.7578584606977 4.25261948689924 2.83507965793283 50.3226639283077 6.37892923034886 13.4666283751809 19.8455576055298 43.9437346979588 276.420266648451 265.079948016719 19.8455576055298 0 4.25261948689924 63.7892923034886 43.9437346979588 29.4139514510531 0.680702625869672 1.24253036168222 1.7341766602371 "cc1"
"81" "c57bl6/j" "female" 30 "c4t" 7 0.335398932596063 41 41313 0.746800423396831 11.2020063509525 0 1.49360084679366 5.97440338717465 38.0868215932384 0 11.9488067743493 11.9488067743493 3.73400211698416 27.6316156656828 11.9488067743493 45.5548258272067 27.6316156656828 277.809757503621 195.66171092997 179.978902038636 59.7440338717465 52.2760296377782 50.0356283675877 26.8848152422859 89.6160508076198 24.2262057349932 0.651956769625434 1.13297092233533 1.42425849177457 "cc1"
"82" "c57bl6/j" "female" 30 "c4t" 2 0.409140088794412 41 41314 0.297719509939725 0.893158529819174 0.595439019879449 0.297719509939725 0.893158529819174 19.9472071659615 4.46579264909587 5.06123166897532 4.16807313915614 0 7.44298774849311 1.78631705963835 21.1380852057204 13.6950974572273 133.973779472876 97.6519992602296 95.5679626906516 54.1849508090299 41.6807313915614 44.9556460008984 11.908780397589 75.0253165048106 8.7529535922279 0.243772734738646 0.408101995444977 0.60871964950267 "cc1"
"83" "c57bl6/j" "female" 69 "c3r" 8 0.375200698169528 42 21524 0 2.21910298731233 1.3314617923874 0 1.77528238984987 9.76405314417427 0 16.8651827035737 7.54495015686193 3.55056477969973 17.7528238984987 3.55056477969973 11.5393355340241 27.9606976401354 178.415880179912 124.269767289491 128.264152666653 39.943853771622 32.8427242122225 32.3989036147601 15.9775415086488 39.943853771622 18.7114763890176 0.434589129035247 0.867331964385051 0.834843476470334 "cc1"
"84" "c57bl6/j" "female" 69 "c3r" 10 0.370362647413172 42 21526 0 3.7288696717453 0.621478278624217 0 0 16.7799135228539 12.4295655724843 5.59330450761795 16.1584352442296 1.24295655724843 35.4242618815804 4.35034795036952 16.7799135228539 35.4242618815804 NA NA NA NA NA NA NA NA NA NA NA NA NA
"85" "balb/cj" "female" 69 "b3r" 7 0.418850343002097 43 21520 1.20739644573884 2.41479289147767 0 0 1.00616370478236 1.00616370478236 0 11.470266234519 0.603698222869418 3.42095659626004 6.84191319252008 3.62218933721651 2.01232740956473 15.4949210536484 76.0659760815467 46.2835304199887 37.4292898179039 26.5627218062544 20.1232740956473 18.9158776499084 8.8542406020848 48.6983233114664 9.15206505870038 0.19274071928811 0.383783034242547 0.425715216537773 "cc1"
"86" "balb/cj" "female" 69 "b3r" 5 0.336218162658861 43 21521 3.74397136095422 2.49598090730281 1.24799045365141 0 6.86394749508274 3.11997613412852 0 42.4316754241479 1.24799045365141 4.99196181460563 19.3438520315968 7.48794272190844 9.98392362921126 48.6716276924049 162.238758974683 18.7198568047711 10.607918856037 94.847274477507 77.3754081263873 76.1274176727359 22.4638281657253 133.534978540701 27.5930689302326 0.601406599614613 1.19829547378701 1.21482959137532 "cc1"
"87" "c57bl6/j" "male" 69 "c3r" 5 0.631345068929645 44 21527 1.36323327550101 2.72646655100203 0 0 4.08969982650304 13.6323327550101 0 8.17939965300608 1.36323327550101 23.1749656835172 36.8072984385274 4.08969982650304 17.7220325815132 32.7175986120243 NA NA NA NA NA NA NA NA NA NA NA NA NA
"88" "c57bl6/j" "male" 69 "c3r" 12 0.707102133640656 44 21528 0.980199030215411 7.84159224172329 0 0 2.45049757553853 4.41089563596935 0 11.7623883625849 14.7029854532312 1.96039806043082 17.6435825438774 8.8217912719387 6.86139321150788 28.4257718762469 173.495228348128 99.0001020517565 60.2822403582478 83.3169175683099 78.4159224172329 77.9258229021252 42.1485582992627 75.4753253265866 25.9948782813127 0.496470808804106 0.994215876347491 0.979909116748244 "cc1"
"89" "c57bl6/j" "male" 69 "c7t" 3 0.377160369365246 45 41527 0.51703372634252 3.61923608439764 1.03406745268504 0 1.03406745268504 7.23847216879528 0 11.3747419795354 8.78957334782284 0.51703372634252 35.6753271176339 5.1703372634252 8.27253962148032 20.6813490537008 186.132141483307 107.543015079244 83.7594636674883 77.555058951378 64.1121820664725 61.5270134347599 27.9198212224961 82.7253962148032 27.3510841235193 0.503384035967078 1.00403813385907 0.968080368795879 "cc1"
"90" "c57bl6/j" "male" 69 "c7t" 6 0.292090463469722 45 41528 0.511719135627832 3.58203394939483 1.02343827125566 1.02343827125566 1.02343827125566 6.14062962753399 0 19.9570462894855 1.02343827125566 0.511719135627832 27.6328333239029 5.11719135627832 8.18750617004531 21.492203696369 219.015790048712 151.468864145838 177.05482092723 111.554771566867 92.1094444130098 95.1797592267768 5.11719135627832 90.0625678704985 27.5509582622025 0.506397256617303 1.0117301374325 0.902075625664842 "cc1"
"91" "balb/cj" "male" 69 "b7t" 7 0.601470683716196 46 21543 2.6387987876539 1.97909909074042 0 0 3.95819818148085 2.6387987876539 0 35.6237836333276 2.6387987876539 9.23579575678865 28.3670869672794 4.61789787839432 6.59699696913475 47.4983781777702 NA NA NA NA NA NA NA NA NA NA NA NA NA
"92" "balb/cj" "male" 69 "b7t" 4 0.438191013143772 46 21544 2.85338304643906 4.99342033126836 0.713345761609766 0 2.1400372848293 1.42669152321953 0 46.3674745046348 4.28007456965859 2.85338304643906 25.6804474179516 8.56014913931719 3.56672880804883 53.5009321207324 305.31198596898 214.00372848293 98.4417151021477 135.535694705855 105.575172718245 106.288518479855 14.2669152321953 168.349599739905 39.005746244822 0.676822458615346 1.34634025663181 1.41457665944148 "cc1"
"93" "c57bl6/j" "female" 69 "c11" 7 0.521944514972835 47 41342 0.853230087980094 0.853230087980094 0 0 0.853230087980094 3.41292035192038 10.2387610557611 0.853230087980094 17.917831847582 0.853230087980094 18.7710619355621 1.70646017596019 4.26615043990047 29.8630530793033 13.6516814076815 5.97261061586066 2.98630530793033 0.853230087980094 0 0.426615043990047 63.139026510527 86.1762388859895 17.5168137062313 0.39990894223627 0.794476664121785 0.806369049933538 "cc1"
"94" "c57bl6/j" "female" 69 "c11" 6 0.546605489846972 47 41343 0.708258472906412 3.18716312807886 0 0 0.354129236453206 0.708258472906412 0 11.6862648029558 0 6.37432625615771 21.6018834236456 3.89542160098527 1.06238770935962 18.0605910591135 25.4973050246308 10.6238770935962 7.79084320197053 9.91561862068977 9.91561862068977 9.91561862068977 20.539495714286 64.4515210344835 15.7091729290642 0.346338393251236 0.691118617862077 0.751469159438984 "cc1"
"95" "balb/cj" "female" 69 "b14" 9 0.751529275723747 48 21569 4.59365209483908 11.4841302370977 2.29682604741954 4.59365209483908 4.59365209483908 0 0 78.0920856122644 0 20.6714344267759 32.1555646638736 18.3746083793563 9.18730418967817 98.7635200390403 312.368342449058 9.18730418967817 8.0388911659684 114.841302370977 105.653998181299 93.0214549204915 80.388911659684 204.417518220339 51.0354747736622 1.0889252290816 2.16595289923758 0 "cc0"
"96" "balb/cj" "female" 69 "b14" 11 0.587391953185793 48 21570 2.57375431398845 3.86063147098268 0 0 5.1475086279769 3.86063147098268 0 43.7538233378037 7.72126294196535 1.28687715699423 21.8769116689018 6.43438578497113 9.00814009895958 52.7619634367632 193.031573549134 70.7782436346824 48.2578933872835 72.0651207916766 33.4588060818499 37.9628761313297 27.0244202968787 169.867784723238 27.2045830988579 0.618730537082824 1.23251946588279 1.24062037946298 "cc1"
"97" "c57bl6/j" "male" 69 "c11" 11 0.75811575332535 49 41344 2.0532656025697 6.15979680770911 0 0.684421867523235 2.0532656025697 3.42210933761617 0 27.3768747009294 3.42210933761617 6.15979680770911 39.0120464488244 8.21306241027882 6.15979680770911 36.9587808462547 71.1798742224164 65.7044992822305 48.5939525941497 13.6884373504647 9.58190614532528 7.52864054275558 46.54068699158 161.523560735483 37.7800870872826 0.626793546277778 1.24206142830647 1.33156200974202 "cc1"
"98" "c57bl6/j" "male" 69 "c11" 7 0.374688871959918 49 41345 1.74779240777926 2.91298734629876 0 1.1651949385195 1.1651949385195 5.24337722333777 0 15.7301316700133 6.99116963111702 0 40.7818228481826 4.66077975407801 7.57376710037677 22.7213013011303 NA NA NA NA NA NA NA NA NA NA NA NA NA
"99" "balb/cj" "male" 69 "b14" 5 0.25531392177395 50 21571 1.07327223645723 10.7327223645723 0 2.14654447291445 0 6.43963341874336 0 67.6161508968052 4.2930889458289 6.43963341874336 39.7110727489174 11.8059946010295 8.58617789165781 78.3488732613775 444.334705893292 324.128215410082 290.856776079908 248.999158858076 233.973347547675 229.680258601846 49.3705228770324 317.688581991339 65.9203807632028 1.02969738365706 2.05067979675409 2.19221626998439 "cc1"
"100" "balb/cj" "male" 69 "b14" 13 0.399444078113486 50 21572 0.426165558708812 3.40932446967049 0 0 1.70466223483525 2.55699335225287 0 13.637297878682 0.852331117417624 2.55699335225287 28.9792579921992 3.83549002837931 4.26165558708812 17.0466223483525 178.137203540283 127.849667612644 116.769363086214 82.6761183895095 69.0388205108275 71.5958138630804 16.1942912309348 111.655376381709 24.6579392268918 0.405794845002531 0.807515547263805 0.896335208684482 "cc1"
"101" "c57bl6/j" "female" 69 "c16" 7 0.364206800496486 51 41362 3.31966533176879 4.42622044235839 0 1.1065551105896 2.21311022117919 4.42622044235839 0 28.7704328753295 5.53277555294798 1.1065551105896 23.2376573223815 7.74588577412718 7.74588577412718 35.4097635388671 177.048817694335 79.6719679624509 100.143237508358 54.2212004188902 46.4753146447631 46.4753146447631 30.9835430965087 107.335845727191 22.7286419715103 0.495072756477786 0.978504553192168 1.20089118228734 "cc1"
"102" "c57bl6/j" "female" 69 "c16" 4 0.311491178744653 51 41363 4.38585889759125 4.38585889759125 0 0 5.84781186345501 5.84781186345501 0 32.1629652490025 1.46195296586375 10.2336707610463 36.5488241465938 8.77171779518251 11.69562372691 43.8585889759125 219.292944879563 65.7878834638688 23.39124745382 68.7117893955963 55.5542127028226 58.4781186345501 42.3966360100488 77.4835071907788 28.8881906054677 0.631271290659968 1.24260154286555 1.56751667149482 "cc1"
"103" "balb/cj" "female" 69 "b17" 12 0.246772701375255 52 21576 1.08438173638625 2.53022405156791 0 1.08438173638625 1.08438173638625 2.89168463036333 0 24.5793193580883 0.722921157590832 2.89168463036333 12.2896596790441 3.61460578795416 5.06044810313582 28.1939251460425 148.921758463711 113.498621741761 138.077941099849 75.9067215470374 66.5087464983566 67.9545888135382 18.0730289397708 57.8336926072666 16.1500586605792 0.337315012131882 0.669800910931058 0.750344493603994 "cc1"
"104" "balb/cj" "female" 69 "b17" 7 0.4650674642374 52 21577 0.209099143308717 0.487898001053673 0 0.069699714436239 0.139399428872478 0.766696858798629 0 4.80928029610049 0.557597715489912 0.278798857744956 2.09099143308717 0.69699714436239 0.975796002107346 5.64567686933536 20.3523166153818 1.95159200421469 12.8944471707042 2.92738800632204 1.95159200421469 2.09099143308717 2.92738800632204 2.23039086195965 2.61513328564769 0.0628691424214876 0.124372170440025 0.0927558778550041 "cc1"
"105" "c57bl6/j" "male" 69 "c16" 8 0.173764939743602 53 41364 5.98324288800116 1.99441429600039 1.32960953066693 0 3.98882859200078 5.3184381226677 0 16.6201191333366 4.65363335733424 16.6201191333366 32.5754335013397 9.30726671466848 9.30726671466848 37.8938716240074 311.12863017606 247.307372704048 324.42472548273 107.698371984021 101.050324330686 107.033567218687 27.9218001440054 119.664857760023 33.1338695042198 0.608163399327052 1.20499852545282 1.43042910791161 "cc1"
"106" "c57bl6/j" "male" 69 "c16" 0 0.244034626884139 53 41365 7.30861202195263 3.24827200975673 0 1.62413600487836 6.49654401951345 4.06034001219591 0 38.1671961146415 5.68447601707427 1.62413600487836 38.9792641170807 10.5568840317094 12.1810200365877 45.4758081365942 NA NA NA NA NA NA NA NA NA NA NA NA NA
"107" "balb/cj" "male" 69 "b17" 11 0.611849407782246 54 21578 1.55919425287765 3.63811992338119 0.519731417625884 0.519731417625884 2.07892567050354 2.07892567050354 0 10.9143597701436 1.03946283525177 4.15785134100707 9.61503122607886 5.71704559388473 4.67758275863296 16.1116739464024 69.1242785442426 14.5524796935248 14.8123454023377 14.0327482758989 7.27623984676238 7.27623984676238 11.4340911877695 43.1377076629484 13.6013711992694 0.235178466475713 0.465419484483979 0.420582952564957 "cc1"
"108" "balb/cj" "male" 69 "b17" 8 0.365264386094243 54 21579 1.65778219712304 3.31556439424608 0 0 3.86815845995376 2.21037626283072 0 11.0518813141536 1.10518813141536 3.31556439424608 11.0518813141536 4.97334659136912 6.07853472278448 15.472633839815 46.4179015194451 57.4697828335987 89.2439416117903 25.9719210882609 19.3407922997688 19.6170893326226 3.31556439424608 70.732040410583 15.8649756264675 0.272760430833311 0.544813541262516 0.497337648118213 "cc1"
"109" "c57bl6/j" "female" 69 "c28" 5 0.607438894799534 55 41412 0.963131462922948 2.88939438876884 0 0 3.37096012023032 3.85252585169179 0 9.63131462922948 8.18661743484506 15.4101034067672 18.7810635269975 3.85252585169179 7.22348597192211 33.2280354708417 175.289926251977 97.2762777552178 79.9399114226047 61.6404136270687 55.861624849531 54.898493386608 15.4101034067672 78.0136484967588 19.3396797754928 0.453538605890416 0.901471786666621 0.880145349678096 "cc1"
"110" "c57bl6/j" "female" 69 "c28" 9 0.699554371887806 55 41413 0.771050416162779 2.69867645656973 0.771050416162779 0 2.31315124848834 2.31315124848834 0 3.8552520808139 2.31315124848834 20.0473108202323 18.5052099879067 4.24077728889529 4.62630249697668 26.2157141495345 125.681217834533 51.6603778829062 37.0104199758134 35.4683191434879 26.9867645656973 24.6736133172089 5.39735291313946 69.3945374546501 15.4826923565486 0.365323687177925 0.726607070175157 0.704207936843864 "cc1"
"111" "balb/cj" "female" 69 "b26" 8 0.480518987849485 56 21108 1.94157716410671 4.530346716249 0.647192388035571 1.29438477607114 3.23596194017786 7.11911626839128 0 42.7146976103477 3.88315432821343 5.82473149232014 19.4157716410671 7.11911626839128 11.6494629846403 52.4225834308813 232.989259692806 148.854249248181 132.674439547292 68.6023931317706 47.8922367146323 44.6562747744544 14.2382325367826 97.0788582053357 29.4084221123364 0.648227895856428 1.29666289327703 1.4195989137613 "cc1"
"112" "balb/cj" "female" 69 "b26" 9 0.489639715936091 56 21109 2.36304336034043 6.30144896090781 0.787681120113477 1.57536224022695 3.15072448045391 8.66449232124824 0 54.3499972878299 6.30144896090781 4.72608672068086 19.6920280028369 9.45217344136172 13.3905790419291 65.3775329694186 340.278243889022 256.784045156993 265.448537478242 168.563759704284 149.659412821561 140.207239380199 36.2333315252199 151.234775061788 37.6669111638265 0.812571843509063 1.63012183169724 1.60363906612603 "cc1"
"113" "c57bl6/j" "male" 69 "c28" 6 0.222281805157652 57 4281 0 0.898283245836375 0.149713874306062 0 0 0.748569371530312 0 5.23998560071219 0.449141622918187 2.69484973750912 8.68340470975162 1.04799712014244 0.748569371530312 8.3839769611395 NA NA NA NA NA NA NA NA NA NA NA NA NA
"114" "c57bl6/j" "male" 69 "c28" 12 0.693735736873453 57 41414 0 1.06139105323846 0 0 3.18417315971539 2.12278210647692 0 4.77625973957308 2.12278210647692 18.5743434316731 35.5566002834885 1.06139105323846 5.30695526619231 25.4733852777231 196.357344849116 115.691624802992 158.67796245915 80.6657200461231 76.4201558331693 76.4201558331693 13.7980836921 47.7625973957308 30.0161389855837 0.513925547978063 1.02449710022789 0.965094222905732 "cc1"
"115" "balb/cj" "male" 69 "b26" 8 0.785783488158092 58 21110 6.12720983905607 4.59540737929206 0 0.765901229882009 6.89311106893808 4.59540737929206 0 52.0812836319766 2.29770368964603 9.19081475858411 22.9770368964603 10.7226172183481 12.2544196781121 63.5698020802068 314.019504251624 228.238566504839 248.151998481771 151.648443516638 127.139604160414 124.075999240885 18.3816295171682 104.162567263953 48.1292332857855 0.806187634573803 1.62043255008596 1.66570569785866 "cc1"
"116" "balb/cj" "male" 69 "b26" 1 0.700770298524723 58 21111 5.66214872762345 5.66214872762345 1.41553718190586 0.707768590952931 5.66214872762345 2.12330577285879 0 38.2195039114583 5.66214872762345 13.4476032281057 19.8175205466821 12.7398346371528 8.49322309143517 57.3292558671874 298.678345382137 205.25289137635 225.778180513985 130.229420735339 110.411900188657 112.535205961516 52.3748757305169 121.736197643904 43.0747964453954 0.689225053869964 1.37474140032334 1.50272743951329 "cc1"
"117" "c57bl6/j" "female" 69 "c33" 8 0.197632357210099 59 41427 1.12165844250071 1.12165844250071 0.747772295000475 0 1.49554459000095 2.24331688500143 0 15.70321819501 4.86051991750309 4.48663377000285 16.0771043425102 2.9910891800019 3.73886147500238 25.0503718825159 NA NA NA NA NA NA NA NA 15.5387082901099 0.344423919077219 0.682955392469834 0.727314692696425 "cc1"
"118" "c57bl6/j" "female" 69 "c33" 8 0.352277224934539 59 41428 2.20610477908942 0.735368259696472 0 0 2.94147303878589 7.35368259696472 0 15.4427334536259 13.2366286745365 6.61831433726825 47.0635686205742 2.94147303878589 10.2951556357506 35.2976764654307 272.086256087695 133.837023264758 88.2441911635766 110.305238954471 104.422292876899 98.5393467993272 41.1806225430024 182.371328404725 29.0911683535924 0.689775427595291 1.37043228877035 1.48473150835118 "cc1"
"119" "c57bl6/j" "male" 69 "c33" 4 0.698741367675798 60 41429 1.70701663637294 2.98727911365265 0 0.853508318186471 0.853508318186471 3.84078743183912 0 12.8026247727971 3.84078743183912 9.38859150005118 18.7771830001024 4.69429575002559 5.54780406821206 26.0320037046874 203.13497972838 100.713981546004 105.835031455122 83.6438151822742 76.8157486367824 74.255223682223 40.1148909547641 104.128014818749 25.6479249615035 0.411817763524972 0.820648247936292 0.845667108248009 "cc1"
"120" "c57bl6/j" "male" 69 "c33" 3 0.482296840024803 60 41430 1.01579804806022 1.52369707209033 0 0 2.28554560813549 1.26974756007527 0 3.30134365619571 0.50789902403011 9.14218243254198 13.4593241367979 2.53949512015055 3.55529316821077 12.9514251127678 124.435260887377 107.674593094383 103.357451390127 40.1240228983787 39.6161238743486 39.6161238743486 11.1737785286624 38.6003258262884 14.6782817944702 0.25572715859916 0.511809846515142 0.429591414073145 "cc1"
"121" "c57bl6/j" "male" 41 "c1a" 4 0.366004730347116 61 41309 2.93121546429293 0.977071821430975 0 0 0 4.88535910715488 0 7.8165745714478 1.46560773214646 8.30511048216329 36.6401933036616 3.9082872857239 4.88535910715488 17.5872927857576 170.987568750421 117.248618571717 143.141021839638 60.5784529287205 53.7389501787036 55.2045579108501 15.6331491428956 151.446132321801 22.0525110096971 0.480817043326183 0.887835851979684 0.878142766029875 "cc1"
"122" "c57bl6/j" "male" 41 "c1a" 5 0.521833225012739 61 41310 2.91477940878102 3.88637254504137 0 0 0.485796568130171 1.45738970439051 0 10.2017279307336 0.971593136260341 10.6875244988638 31.0909803603309 6.80115195382239 1.94318627252068 21.8608455658577 NA NA NA NA NA NA NA NA NA NA NA NA NA
"123" "c57bl6/j" "female" 41 "c8t" 4 0.471313971248263 62 41329 0 3.79762987528145 0 0 2.17007421444654 7.59525975056291 0 37.4337801992029 5.42518553611636 1.08503710722327 14.6480009475142 3.79762987528145 9.76533396500945 43.9440028425425 0 0 49.3691883786589 52.0817811467171 42.3164471817076 40.1463729672611 30.3810390022516 43.4014842889309 22.0805051319936 0.501395647247874 0.898052662535486 1.15582424127003 "cc1"
